RAJ2000	DEJ2000
01 33 58.30	+30 28 28.7
01 33 58.31	+30 41 51.3
01 33 58.31	+30 45 50.8
01 33 58.33	+30 40 22.3
01 33 58.34	+30 29 31.2
01 33 58.36	+30 33 00.8
01 33 58.37	+30 27 18.6
01 33 58.37	+30 40 28.5
01 33 58.38	+30 22 08.9
01 33 58.39	+30 39 15.4
01 33 58.39	+30 48 01.4
01 33 58.42	+30 45 08.7
01 33 58.44	+30 39 44.0
01 33 58.45	+30 32 01.0
01 33 58.49	+30 40 12.4
01 33 58.50	+30 34 19.7
01 33 58.53	+30 38 12.7
01 33 58.53	+30 39 07.5
01 33 58.53	+30 34 03.1
01 33 58.55	+30 27 01.9
01 33 58.56	+30 32 17.8
01 33 58.56	+30 53 41.1
01 33 58.58	+30 33 58.1
01 33 58.58	+30 49 38.0
01 33 58.59	+31 10 03.7
01 33 58.59	+30 39 15.4
01 33 58.61	+30 45 51.5
01 33 58.61	+30 33 31.3
01 33 58.62	+30 37 59.9
01 33 58.63	+30 33 37.4
01 33 58.63	+30 32 45.7
01 33 58.65	+30 41 35.4
01 33 58.65	+30 33 26.2
01 33 58.68	+30 27 38.4
01 33 58.68	+30 46 50.2
01 33 58.70	+30 30 29.0
01 33 58.70	+30 30 32.7
01 33 58.72	+30 02 14.6
01 33 58.73	+30 40 21.0
01 33 58.74	+30 36 09.9
01 33 58.76	+30 42 00.6
01 33 58.76	+31 01 17.7
01 33 58.81	+30 39 28.3
01 33 58.82	+30 35 54.9
01 33 58.83	+30 33 42.4
01 33 58.84	+30 40 24.6
01 33 58.84	+30 34 19.0
01 33 58.85	+30 35 16.1
01 33 58.85	+30 26 36.5
01 33 58.85	+30 48 37.4
01 33 58.85	+30 40 31.3
01 33 58.85	+30 41 20.1
01 33 58.87	+30 40 21.5
01 33 58.89	+30 37 43.3
01 33 58.91	+30 39 39.6
01 33 58.91	+30 33 13.3
01 33 58.93	+30 45 24.3
01 33 58.96	+30 17 39.2
01 33 58.97	+30 39 21.7
01 33 58.99	+30 35 37.8
01 33 59.00	+30 34 36.8
01 33 59.01	+30 38 22.4
01 33 59.01	+30 45 37.8
01 33 59.03	+30 34 42.0
01 33 59.03	+30 44 07.8
01 33 59.04	+30 43 54.6
01 33 59.05	+30 52 02.3
01 33 59.05	+30 45 54.7
01 33 59.06	+30 34 08.0
01 33 59.06	+30 40 02.9
01 33 59.08	+30 45 18.7
01 33 59.09	+30 46 51.2
01 33 59.09	+30 38 57.1
01 33 59.10	+31 00 13.8
01 33 59.13	+30 46 09.0
01 33 59.15	+30 36 36.0
01 33 59.16	+30 32 12.0
01 33 59.18	+30 39 53.4
01 33 59.18	+30 35 45.1
01 33 59.18	+30 59 15.6
01 33 59.21	+30 32 26.9
01 33 59.21	+30 49 22.8
01 33 59.23	+31 06 32.1
01 33 59.23	+30 37 42.2
01 33 59.25	+30 29 08.0
01 33 59.27	+30 40 18.4
01 33 59.28	+30 34 21.0
01 33 59.29	+30 33 53.3
01 33 59.29	+30 31 18.6
01 33 59.29	+30 34 43.5
01 33 59.30	+30 34 47.2
01 33 59.30	+30 22 30.6
01 33 59.33	+30 39 40.4
01 33 59.33	+30 34 38.9
01 33 59.34	+30 39 18.5
01 33 59.35	+30 45 56.7
01 33 59.35	+29 57 00.9
01 33 59.36	+30 34 36.2
01 33 59.37	+30 51 15.8
01 33 59.41	+30 56 20.6
01 33 59.41	+30 46 06.1
01 33 59.45	+30 37 33.8
01 33 59.49	+30 32 00.2
01 33 59.49	+30 46 16.4
01 33 59.50	+30 36 56.0
01 33 59.51	+30 34 13.4
01 33 59.51	+30 52 37.4
01 33 59.51	+30 52 23.2
01 33 59.53	+30 46 20.7
01 33 59.54	+30 38 54.3
01 33 59.62	+30 27 26.0
01 33 59.64	+30 24 31.4
01 33 59.69	+31 07 44.9
01 33 59.69	+30 45 50.8
01 33 59.70	+30 37 32.5
01 33 59.77	+30 40 23.6
01 33 59.80	+30 40 43.7
01 33 59.80	+30 40 01.3
01 33 59.83	+30 48 49.1
01 33 59.84	+30 40 06.3
01 33 59.84	+30 35 03.7
01 33 59.86	+30 47 03.3
01 33 59.88	+30 38 44.8
01 33 59.90	+30 42 38.0
01 33 59.91	+30 46 48.7
01 33 59.91	+30 58 03.0
01 33 59.91	+30 34 13.1
01 33 59.94	+30 48 46.2
01 33 59.95	+30 52 13.8
01 33 59.96	+30 33 54.2
01 33 59.97	+30 34 11.7
01 33 59.97	+30 44 44.3
01 33 59.98	+30 40 01.4
01 33 59.99	+30 46 21.9
01 34 00.07	+30 37 26.2
01 34 00.07	+30 26 29.5
01 34 00.08	+30 48 31.5
01 34 00.16	+30 57 25.0
01 34 00.17	+30 41 22.5
01 34 00.19	+30 40 04.1
01 34 00.19	+30 29 13.8
01 34 00.19	+30 45 29.6
01 34 00.19	+30 40 21.4
01 34 00.21	+30 42 08.0
01 34 00.21	+30 51 23.2
01 34 00.22	+30 44 04.2
01 34 00.23	+30 43 17.0
01 34 00.26	+30 27 18.9
01 34 00.28	+30 26 47.2
01 34 00.34	+30 46 15.4
01 34 00.35	+30 39 03.0
01 34 00.36	+30 33 38.0
01 34 00.36	+30 38 04.5
01 34 00.41	+31 00 12.7
01 34 00.41	+30 39 47.0
01 34 00.42	+30 38 47.4
01 34 00.42	+30 50 09.4
01 34 00.43	+30 39 42.9
01 34 00.44	+30 34 03.2
01 34 00.44	+30 42 51.3
01 34 00.45	+30 51 15.7
01 34 00.49	+30 41 25.2
01 34 00.50	+30 30 45.1
01 34 00.52	+30 29 51.0
01 34 00.55	+30 38 26.1
01 34 00.55	+30 40 01.8
01 34 00.56	+30 34 05.5
01 34 00.57	+30 39 04.2
01 34 00.58	+30 34 20.8
01 34 00.60	+30 52 37.7
01 34 00.65	+30 39 48.9
01 34 00.66	+30 40 31.6
01 34 00.68	+30 34 22.2
01 34 00.70	+30 40 35.9
01 34 00.74	+30 37 26.5
01 34 00.76	+30 51 26.8
01 34 00.76	+30 36 37.3
01 34 00.79	+30 39 26.1
01 34 00.82	+30 22 26.5
01 34 00.83	+30 10 12.2
01 34 00.85	+30 52 42.5
01 34 00.85	+30 47 41.0
01 34 00.88	+30 45 58.6
01 34 00.89	+30 27 15.1
01 34 00.90	+30 29 25.5
01 34 00.93	+30 35 28.9
01 34 00.93	+30 50 28.9
01 34 00.94	+30 50 07.6
01 34 00.94	+30 46 51.8
01 34 00.97	+30 41 25.3
01 34 00.97	+30 49 43.9
01 34 00.98	+30 38 34.7
01 34 01.01	+30 30 05.2
01 34 01.02	+30 34 11.1
01 34 01.03	+30 35 38.6
01 34 01.05	+30 34 31.9
01 34 01.05	+30 11 32.4
01 34 01.06	+30 37 59.1
01 34 01.11	+30 43 26.6
01 34 01.12	+30 46 16.8
01 34 01.14	+30 36 38.1
01 34 01.15	+30 33 09.5
01 34 01.15	+30 51 59.1
01 34 01.16	+30 28 51.6
01 34 01.17	+31 04 16.6
01 34 01.18	+30 31 13.3
01 34 01.19	+30 27 39.9
01 34 01.21	+30 35 57.2
01 34 01.22	+30 43 22.8
01 34 01.23	+30 38 52.1
01 34 01.23	+30 34 10.3
01 34 01.24	+30 27 29.3
01 34 01.24	+30 39 43.6
01 34 01.25	+29 48 39.8
01 34 01.28	+30 37 31.1
01 34 01.28	+30 52 02.7
01 34 01.29	+30 39 15.3
01 34 01.29	+30 26 05.6
01 34 01.34	+30 23 40.5
01 34 01.35	+30 35 06.3
01 34 01.39	+30 40 56.1
01 34 01.39	+30 40 23.4
01 34 01.39	+30 35 09.4
01 34 01.40	+30 46 36.8
01 34 01.42	+30 39 20.4
01 34 01.44	+30 41 44.9
01 34 01.45	+30 28 17.3
01 34 01.46	+30 52 38.9
01 34 01.46	+30 58 44.7
01 34 01.48	+30 42 18.6
01 34 01.48	+30 22 59.2
01 34 01.52	+30 29 53.1
01 34 01.56	+30 44 23.0
01 34 01.57	+30 43 28.6
01 34 01.57	+30 38 08.8
01 34 01.58	+30 41 29.9
01 34 01.61	+30 31 28.6
01 34 01.64	+30 40 50.4
01 34 01.74	+30 35 32.6
01 34 01.76	+30 40 11.1
01 34 01.81	+30 34 25.0
01 34 01.84	+30 39 00.7
01 34 01.86	+30 39 31.8
01 34 01.87	+30 38 46.6
01 34 01.88	+30 49 12.0
01 34 01.91	+30 23 29.0
01 34 01.93	+30 40 51.6
01 34 01.94	+30 55 58.7
01 34 01.97	+30 40 59.7
01 34 01.98	+30 53 02.3
01 34 01.98	+30 44 05.9
01 34 01.98	+30 41 38.6
01 34 02.03	+30 40 39.6
01 34 02.05	+30 38 18.4
01 34 02.06	+30 26 48.1
01 34 02.07	+30 40 55.2
01 34 02.08	+30 32 29.5
01 34 02.09	+30 33 43.2
01 34 02.09	+30 40 37.3
01 34 02.12	+30 30 37.3
01 34 02.13	+30 43 06.9
01 34 02.15	+30 21 01.4
01 34 02.15	+30 28 41.1
01 34 02.18	+31 00 18.2
01 34 02.21	+30 39 40.5
01 34 02.22	+30 37 03.3
01 34 02.27	+30 42 00.6
01 34 02.28	+30 38 28.0
01 34 02.30	+30 38 26.0
01 34 02.30	+30 17 49.1
01 34 02.31	+31 02 49.3
01 34 02.31	+30 47 22.5
01 34 02.32	+30 41 10.7
01 34 02.32	+30 43 16.5
01 34 02.33	+30 43 52.5
01 34 02.35	+30 46 04.4
01 34 02.35	+30 40 46.6
01 34 02.36	+30 45 43.6
01 34 02.37	+30 37 39.3
01 34 02.38	+30 39 33.3
01 34 02.39	+30 36 06.0
01 34 02.39	+30 31 03.3
01 34 02.39	+30 48 43.3
01 34 02.40	+30 39 50.8
01 34 02.42	+30 39 53.1
01 34 02.44	+30 40 57.9
01 34 02.44	+30 25 52.3
01 34 02.46	+30 40 02.9
01 34 02.47	+30 28 36.8
01 34 02.47	+30 48 16.2
01 34 02.50	+30 40 45.7
01 34 02.50	+30 41 07.5
01 34 02.52	+30 37 46.2
01 34 02.53	+30 52 09.0
01 34 02.55	+30 43 09.9
01 34 02.58	+30 37 26.6
01 34 02.59	+29 59 01.2
01 34 02.63	+30 41 23.8
01 34 02.72	+30 48 36.4
01 34 02.73	+30 52 02.3
01 34 02.75	+30 40 11.3
01 34 02.75	+30 42 02.4
01 34 02.76	+30 41 45.0
01 34 02.77	+30 38 00.2
01 34 02.80	+30 44 13.1
01 34 02.83	+30 52 56.4
01 34 02.83	+31 05 30.2
01 34 02.90	+30 23 14.8
01 34 02.92	+30 52 55.1
01 34 02.93	+30 40 09.8
01 34 02.93	+30 33 52.0
01 34 02.96	+30 46 43.9
01 34 02.98	+30 43 45.6
01 34 02.99	+30 46 40.7
01 34 02.99	+30 46 02.5
01 34 03.03	+31 05 44.5
01 34 03.04	+31 01 24.5
01 34 03.08	+30 39 46.3
01 34 03.09	+30 44 19.5
01 34 03.09	+30 41 37.7
01 34 03.11	+30 54 00.0
01 34 03.11	+30 36 50.2
01 34 03.12	+30 35 47.6
01 34 03.13	+30 32 33.6
01 34 03.15	+30 38 20.1
01 34 03.18	+30 44 08.7
01 34 03.22	+30 51 24.4
01 34 03.23	+30 45 34.2
01 34 03.26	+30 49 28.0
01 34 03.26	+30 36 40.0
01 34 03.26	+30 33 08.1
01 34 03.28	+30 50 32.7
01 34 03.30	+30 46 54.8
01 34 03.30	+30 40 38.1
01 34 03.32	+30 26 11.4
01 34 03.33	+30 45 16.2
01 34 03.36	+30 25 17.2
01 34 03.38	+30 38 59.9
01 34 03.39	+30 22 09.2
01 34 03.39	+30 18 59.9
01 34 03.44	+30 51 58.2
01 34 03.51	+30 23 29.9
01 34 03.52	+31 09 33.6
01 34 03.55	+30 40 01.8
01 34 03.57	+30 38 09.9
01 34 03.58	+30 39 40.9
01 34 03.58	+30 31 42.8
01 34 03.61	+30 49 08.2
01 34 03.62	+30 40 42.2
01 34 03.68	+30 43 26.9
01 34 03.70	+30 42 02.3
01 34 03.72	+30 36 47.1
01 34 03.73	+30 46 33.7
01 34 03.76	+30 34 39.5
01 34 03.76	+30 34 48.0
01 34 03.79	+30 29 33.3
01 34 03.81	+30 39 19.1
01 34 03.83	+30 40 48.6
01 34 03.83	+30 39 12.0
01 34 03.83	+30 37 52.8
01 34 03.84	+30 52 21.8
01 34 03.85	+30 52 28.0
01 34 03.86	+31 10 21.7
01 34 03.89	+31 05 43.9
01 34 03.90	+30 41 33.8
01 34 03.95	+31 00 11.4
01 34 03.98	+30 36 51.4
01 34 03.98	+30 43 35.1
01 34 03.99	+30 37 01.8
01 34 04.00	+30 37 34.0
01 34 04.01	+30 38 17.3
01 34 04.07	+30 40 59.8
01 34 04.11	+30 36 33.8
01 34 04.13	+30 49 27.1
01 34 04.15	+30 41 51.9
01 34 04.16	+30 45 15.1
01 34 04.21	+30 56 06.0
01 34 04.25	+31 13 14.6
01 34 04.26	+30 39 57.4
01 34 04.27	+30 45 22.3
01 34 04.30	+30 54 01.4
01 34 04.31	+30 37 48.6
01 34 04.31	+30 25 18.4
01 34 04.32	+30 24 08.6
01 34 04.33	+30 39 24.5
01 34 04.35	+30 39 28.4
01 34 04.35	+30 42 47.1
01 34 04.36	+30 43 13.6
01 34 04.41	+30 44 46.7
01 34 04.42	+30 56 04.6
01 34 04.43	+30 42 18.2
01 34 04.43	+31 08 45.3
01 34 04.45	+30 37 15.6
01 34 04.45	+30 57 22.1
01 34 04.50	+30 32 33.1
01 34 04.50	+30 32 07.3
01 34 04.53	+30 24 59.7
01 34 04.59	+30 44 39.4
01 34 04.59	+30 48 38.5
01 34 04.60	+30 55 30.6
01 34 04.61	+30 26 12.8
01 34 04.61	+30 41 32.1
01 34 04.62	+31 23 03.9
01 34 04.63	+31 30 39.4
01 34 04.63	+29 58 33.8
01 34 04.64	+30 44 06.8
01 34 04.70	+31 01 23.6
01 34 04.73	+30 45 37.7
01 34 04.74	+30 26 52.7
01 34 04.79	+30 35 33.8
01 34 04.83	+30 35 42.0
01 34 04.87	+30 40 21.8
01 34 04.89	+30 35 26.3
01 34 04.91	+30 27 17.3
01 34 04.93	+30 32 01.8
01 34 04.94	+30 37 56.0
01 34 04.94	+30 39 23.2
01 34 04.96	+30 51 27.7
01 34 04.98	+30 35 44.8
01 34 05.01	+30 50 12.5
01 34 05.03	+30 48 15.7
01 34 05.03	+30 37 28.6
01 34 05.06	+30 40 17.0
01 34 05.09	+30 47 54.1
01 34 05.13	+30 42 23.4
01 34 05.14	+30 49 45.4
01 34 05.16	+30 35 56.9
01 34 05.17	+30 36 50.3
01 34 05.18	+30 39 49.5
01 34 05.24	+30 45 29.0
01 34 05.24	+30 52 58.0
01 34 05.25	+30 48 08.7
01 34 05.26	+30 45 25.8
01 34 05.28	+30 39 50.9
01 34 05.29	+30 23 06.9
01 34 05.29	+30 14 45.8
01 34 05.29	+30 51 54.4
01 34 05.34	+30 42 58.2
01 34 05.36	+30 51 56.6
01 34 05.38	+30 26 31.3
01 34 05.42	+30 25 43.8
01 34 05.48	+30 37 12.8
01 34 05.55	+30 55 22.5
01 34 05.56	+30 43 39.8
01 34 05.59	+30 53 51.4
01 34 05.59	+30 41 42.7
01 34 05.61	+30 41 36.7
01 34 05.61	+30 36 59.6
01 34 05.64	+30 44 01.2
01 34 05.69	+30 27 17.8
01 34 05.71	+30 39 56.0
01 34 05.74	+30 45 43.6
01 34 05.75	+30 39 35.0
01 34 05.80	+30 39 33.3
01 34 05.81	+30 40 05.4
01 34 05.87	+30 40 41.9
01 34 05.87	+30 40 31.7
01 34 05.87	+31 00 55.7
01 34 05.88	+30 41 21.7
01 34 05.93	+30 45 43.7
01 34 05.96	+31 02 07.7
01 34 05.99	+31 06 44.0
01 34 06.00	+30 38 48.9
01 34 06.04	+30 36 53.0
01 34 06.07	+30 33 48.5
01 34 06.11	+30 08 27.1
01 34 06.11	+30 48 47.4
01 34 06.13	+30 40 58.6
01 34 06.13	+30 36 05.6
01 34 06.13	+30 38 22.8
01 34 06.14	+30 46 32.3
01 34 06.14	+30 28 16.4
01 34 06.17	+29 50 52.4
01 34 06.17	+30 40 47.9
01 34 06.17	+30 39 13.3
01 34 06.20	+30 39 33.4
01 34 06.20	+30 46 12.7
01 34 06.22	+31 00 53.9
01 34 06.24	+30 32 34.3
01 34 06.27	+30 43 37.7
01 34 06.28	+30 28 52.5
01 34 06.30	+30 37 55.5
01 34 06.30	+30 15 49.8
01 34 06.31	+30 31 22.6
01 34 06.34	+30 38 13.9
01 34 06.35	+31 04 01.0
01 34 06.36	+30 34 52.8
01 34 06.38	+30 39 22.9
01 34 06.38	+30 35 33.4
01 34 06.38	+30 29 51.1
01 34 06.39	+30 34 32.3
01 34 06.46	+30 45 44.6
01 34 06.48	+31 08 21.8
01 34 06.51	+31 00 39.2
01 34 06.51	+30 50 50.6
01 34 06.52	+30 25 48.0
01 34 06.53	+29 57 23.4
01 34 06.54	+30 39 41.9
01 34 06.55	+31 01 33.2
01 34 06.61	+30 32 56.1
01 34 06.61	+30 37 14.9
01 34 06.61	+30 39 00.5
01 34 06.63	+30 48 15.6
01 34 06.63	+30 37 04.2
01 34 06.67	+30 39 52.0
01 34 06.69	+30 41 07.5
01 34 06.69	+30 34 30.0
01 34 06.70	+30 44 58.8
01 34 06.71	+30 52 12.7
01 34 06.71	+30 50 17.6
01 34 06.74	+30 29 32.2
01 34 06.75	+30 42 29.4
01 34 06.76	+30 45 47.8
01 34 06.79	+30 51 26.3
01 34 06.80	+30 40 08.8
01 34 06.81	+30 36 22.6
01 34 06.82	+30 36 26.3
01 34 06.83	+30 24 55.3
01 34 06.83	+30 35 12.7
01 34 06.83	+31 03 46.3
01 34 06.89	+31 13 09.5
01 34 06.89	+30 23 49.7
01 34 06.92	+30 46 20.1
01 34 06.93	+30 25 52.4
01 34 06.94	+30 36 30.7
01 34 06.97	+30 51 05.0
01 34 06.99	+30 38 31.2
01 34 07.03	+30 18 46.9
01 34 07.05	+30 34 45.9
01 34 07.08	+30 39 18.5
01 34 07.08	+30 39 32.9
01 34 07.09	+30 53 40.1
01 34 07.11	+30 35 28.9
01 34 07.11	+30 39 29.3
01 34 07.15	+30 52 22.5
01 34 07.18	+30 25 42.2
01 34 07.20	+30 41 58.6
01 34 07.22	+30 16 28.1
01 34 07.28	+30 51 52.0
01 34 07.30	+30 42 42.0
01 34 07.30	+30 45 48.1
01 34 07.32	+30 34 02.2
01 34 07.34	+30 59 35.0
01 34 07.34	+30 53 47.5
01 34 07.35	+30 34 51.2
01 34 07.36	+30 47 35.7
01 34 07.36	+30 38 28.5
01 34 07.37	+30 47 20.8
01 34 07.41	+30 21 05.2
01 34 07.44	+30 41 39.3
01 34 07.45	+30 14 33.0
01 34 07.45	+30 35 20.7
01 34 07.45	+30 34 58.7
01 34 07.47	+30 43 51.7
01 34 07.49	+29 49 33.2
01 34 07.53	+31 00 07.6
01 34 07.55	+30 45 48.3
01 34 07.55	+30 50 36.4
01 34 07.56	+31 05 10.3
01 34 07.56	+30 39 23.7
01 34 07.59	+30 53 42.6
01 34 07.59	+30 40 42.7
01 34 07.63	+30 42 21.4
01 34 07.65	+30 38 58.2
01 34 07.66	+30 46 28.4
01 34 07.70	+30 45 38.0
01 34 07.70	+30 42 27.7
01 34 07.71	+30 46 02.9
01 34 07.72	+30 27 32.2
01 34 07.79	+31 04 36.3
01 34 07.81	+30 52 53.9
01 34 07.85	+30 41 25.5
01 34 07.88	+30 42 31.4
01 34 07.90	+30 37 12.5
01 34 07.93	+30 52 32.0
01 34 07.93	+31 00 11.8
01 34 07.96	+30 40 58.5
01 34 07.98	+30 54 05.6
01 34 07.99	+30 44 02.5
01 34 08.02	+30 39 40.2
01 34 08.07	+30 40 52.6
01 34 08.11	+30 27 19.0
01 34 08.12	+30 48 13.7
01 34 08.13	+30 46 13.9
01 34 08.20	+30 48 30.3
01 34 08.20	+30 45 48.3
01 34 08.25	+30 34 00.8
01 34 08.29	+30 42 02.5
01 34 08.30	+30 51 58.1
01 34 08.34	+31 04 54.6
01 34 08.36	+30 48 12.8
01 34 08.37	+30 47 14.3
01 34 08.39	+30 52 53.6
01 34 08.41	+30 49 12.3
01 34 08.42	+30 52 25.1
01 34 08.44	+30 54 22.7
01 34 08.44	+30 38 29.3
01 34 08.45	+30 39 24.0
01 34 08.51	+30 40 12.8
01 34 08.52	+30 42 09.2
01 34 08.52	+30 38 16.1
01 34 08.54	+30 34 51.2
01 34 08.54	+30 44 47.9
01 34 08.54	+31 22 03.3
01 34 08.55	+30 48 07.8
01 34 08.58	+30 48 25.7
01 34 08.67	+30 52 52.4
01 34 08.67	+30 40 54.3
01 34 08.72	+30 38 33.7
01 34 08.73	+30 44 04.5
01 34 08.76	+30 42 27.9
01 34 08.78	+30 48 41.1
01 34 08.78	+30 46 59.6
01 34 08.78	+30 46 37.3
01 34 08.79	+30 45 13.3
01 34 08.80	+30 47 47.1
01 34 08.80	+30 39 45.6
01 34 08.80	+30 59 08.7
01 34 08.81	+30 39 06.7
01 34 08.81	+30 32 44.3
01 34 08.82	+30 40 55.1
01 34 08.83	+30 29 05.3
01 34 08.83	+30 55 17.4
01 34 08.83	+30 43 41.1
01 34 08.84	+30 38 16.0
01 34 08.88	+30 27 31.4
01 34 08.89	+31 03 16.8
01 34 08.90	+30 46 39.7
01 34 08.90	+30 35 28.4
01 34 08.92	+30 46 55.9
01 34 08.94	+30 36 33.3
01 34 08.95	+30 39 17.1
01 34 08.99	+30 38 49.6
01 34 09.06	+30 44 45.8
01 34 09.06	+30 52 27.9
01 34 09.07	+30 33 51.6
01 34 09.10	+30 41 31.1
01 34 09.10	+30 43 32.3
01 34 09.11	+30 47 25.5
01 34 09.12	+30 36 27.4
01 34 09.12	+30 46 57.0
01 34 09.13	+30 46 48.2
01 34 09.13	+30 37 25.7
01 34 09.14	+30 38 46.7
01 34 09.15	+30 46 38.9
01 34 09.15	+30 39 47.7
01 34 09.15	+30 35 41.5
01 34 09.19	+30 43 59.3
01 34 09.29	+30 40 24.4
01 34 09.30	+30 27 11.0
01 34 09.31	+30 46 45.5
01 34 09.31	+30 45 26.7
01 34 09.32	+30 34 21.8
01 34 09.32	+30 40 13.5
01 34 09.37	+30 36 08.5
01 34 09.37	+30 27 03.6
01 34 09.38	+30 42 51.1
01 34 09.40	+30 22 44.8
01 34 09.41	+30 49 24.2
01 34 09.44	+30 37 05.9
01 34 09.45	+30 45 29.9
01 34 09.49	+30 38 22.1
01 34 09.51	+30 46 34.9
01 34 09.51	+30 45 42.2
01 34 09.52	+30 50 05.0
01 34 09.58	+30 54 52.1
01 34 09.59	+30 39 07.5
01 34 09.60	+30 24 37.0
01 34 09.60	+31 03 37.3
01 34 09.61	+30 27 16.2
01 34 09.65	+30 42 04.4
01 34 09.67	+30 39 15.8
01 34 09.67	+30 46 25.0
01 34 09.68	+30 43 51.9
01 34 09.71	+30 49 30.8
01 34 09.73	+31 01 08.1
01 34 09.74	+30 36 02.2
01 34 09.75	+30 46 43.2
01 34 09.77	+30 40 49.9
01 34 09.80	+30 43 50.1
01 34 09.80	+30 32 12.1
01 34 09.82	+30 31 57.2
01 34 09.82	+30 41 46.5
01 34 09.84	+30 53 44.5
01 34 09.84	+30 51 10.9
01 34 09.86	+30 52 26.5
01 34 09.94	+30 26 48.5
01 34 09.96	+30 45 30.9
01 34 09.96	+30 20 14.2
01 34 09.99	+30 47 23.2
01 34 10.04	+30 47 30.8
01 34 10.04	+30 35 03.3
01 34 10.14	+30 05 35.5
01 34 10.15	+30 47 28.1
01 34 10.19	+30 48 01.2
01 34 10.21	+30 47 44.8
01 34 10.25	+30 46 03.6
01 34 10.25	+30 47 42.8
01 34 10.27	+30 45 52.3
01 34 10.28	+30 35 41.5
01 34 10.30	+30 25 01.9
01 34 10.30	+30 45 19.4
01 34 10.32	+30 38 06.7
01 34 10.36	+31 02 33.9
01 34 10.44	+30 27 29.4
01 34 10.45	+30 47 39.9
01 34 10.47	+30 45 59.2
01 34 10.49	+30 33 49.4
01 34 10.49	+30 52 59.5
01 34 10.57	+31 25 08.5
01 34 10.60	+30 21 35.7
01 34 10.60	+30 40 11.2
01 34 10.60	+30 43 58.3
01 34 10.60	+30 45 27.1
01 34 10.61	+30 45 33.7
01 34 10.77	+30 52 35.7
01 34 10.83	+30 53 15.7
01 34 10.83	+30 46 29.8
01 34 10.86	+30 39 35.3
01 34 10.91	+30 41 42.1
01 34 10.91	+30 53 33.7
01 34 10.93	+30 32 09.6
01 34 10.98	+30 39 42.7
01 34 10.98	+30 39 00.3
01 34 11.00	+30 32 11.7
01 34 11.05	+30 40 06.2
01 34 11.08	+30 54 47.3
01 34 11.08	+30 39 34.9
01 34 11.09	+30 39 15.0
01 34 11.12	+30 54 31.8
01 34 11.13	+30 36 10.6
01 34 11.15	+30 44 12.0
01 34 11.18	+30 18 48.4
01 34 11.18	+30 35 16.7
01 34 11.20	+30 41 21.5
01 34 11.22	+30 22 45.9
01 34 11.27	+30 46 17.8
01 34 11.27	+30 47 05.1
01 34 11.28	+31 06 11.2
01 34 11.32	+30 46 41.5
01 34 11.35	+30 46 34.3
01 34 11.35	+30 32 06.5
01 34 11.38	+30 25 11.9
01 34 11.38	+30 42 44.2
01 34 11.39	+30 46 36.4
01 34 11.50	+31 06 01.9
01 34 11.51	+30 17 25.9
01 34 11.51	+30 33 12.5
01 34 11.52	+30 47 42.3
01 34 11.54	+30 44 05.2
01 34 11.55	+30 37 33.6
01 34 11.60	+30 51 13.7
01 34 11.61	+30 51 49.8
01 34 11.64	+30 39 00.9
01 34 11.64	+30 46 59.0
01 34 11.64	+30 40 00.2
01 34 11.65	+30 53 51.3
01 34 11.67	+30 43 50.2
01 34 11.68	+30 28 34.5
01 34 11.68	+30 40 03.0
01 34 11.75	+30 26 01.7
01 34 11.82	+30 37 19.7
01 34 11.82	+30 46 30.7
01 34 11.89	+30 35 34.8
01 34 11.93	+30 47 43.5
01 34 11.94	+30 52 45.8
01 34 11.97	+30 38 26.6
01 34 11.97	+30 34 09.1
01 34 12.00	+30 55 52.8
01 34 12.02	+30 45 30.1
01 34 12.07	+30 43 46.1
01 34 12.07	+30 45 56.8
01 34 12.13	+30 37 46.6
01 34 12.22	+30 38 16.2
01 34 12.22	+30 33 20.5
01 34 12.24	+30 53 14.1
01 34 12.27	+30 36 48.9
01 34 12.32	+30 47 22.3
01 34 12.34	+30 47 07.5
01 34 12.34	+30 26 12.2
01 34 12.34	+30 55 14.5
01 34 12.35	+30 56 36.0
01 34 12.37	+30 32 04.3
01 34 12.37	+30 42 45.6
01 34 12.41	+30 32 49.0
01 34 12.42	+31 02 53.6
01 34 12.44	+30 53 43.5
01 34 12.44	+30 50 06.2
01 34 12.46	+30 43 38.7
01 34 12.47	+30 53 53.4
01 34 12.49	+30 35 04.6
01 34 12.55	+30 47 27.8
01 34 12.60	+30 46 31.3
01 34 12.65	+30 42 07.8
01 34 12.67	+30 54 17.3
01 34 12.69	+30 55 02.8
01 34 12.72	+30 39 14.3
01 34 12.73	+30 36 54.4
01 34 12.73	+30 42 32.6
01 34 12.73	+30 12 11.8
01 34 12.74	+30 48 50.1
01 34 12.75	+30 40 52.8
01 34 12.76	+30 31 54.2
01 34 12.78	+30 17 07.0
01 34 12.79	+30 39 41.9
01 34 12.81	+31 01 38.8
01 34 12.85	+30 33 09.7
01 34 12.85	+30 48 27.5
01 34 12.88	+31 28 48.1
01 34 12.91	+30 26 08.8
01 34 12.92	+30 39 35.3
01 34 12.95	+30 43 06.6
01 34 12.96	+30 52 04.4
01 34 13.00	+30 40 46.2
01 34 13.00	+30 44 52.5
01 34 13.01	+30 47 45.0
01 34 13.03	+30 31 15.2
01 34 13.04	+30 40 48.9
01 34 13.09	+31 01 36.0
01 34 13.13	+30 46 00.3
01 34 13.13	+31 11 56.1
01 34 13.19	+30 52 37.7
